"transaction_id","account_id","amount","iso_anomaly_score","ae_reconstruction_error","combined_anomaly_score","fraud_flag"
2,2,1818702.38,0.595316913804431,2.73838204446089e-05,3,1
18,2,3759498.61,0.613735194448043,3.07008993842561e-06,3,1
7,2,158208.81,0.650534588437728,2.65320294108078e-05,3,1
1,2,3488093.24,0.613319772772523,4.38181110283785e-06,2,0
16,2,2965787.18,0.590499416996368,7.13068835527289e-06,1,0
15,2,540168.72,0.645270252366197,1.01578578603431e-05,3,1
9,2,1612537.86,0.593706730317642,3.05232416719597e-05,2,0
6,2,2566849,0.588902263634591,2.70820622645112e-05,2,0
11,2,1532071.87,0.598550393488012,2.39350017738955e-05,2,0
10,2,2107617.41,0.586514629753225,1.64234001263782e-05,2,0
12,2,4046297.44,0.588105307647482,5.95217866967359e-06,1,0
13,2,4170647.96,0.590899381693565,6.2799986753301e-06,2,0
3,2,184618.74,0.612904632285324,2.43412825357212e-05,3,1
5,2,1038027.34,0.604251300621003,1.45615451906575e-05,4,1
17,2,4826212.82,0.597740380776001,8.56384133008433e-06,3,1
8,2,2336767.11,0.594913958992591,3.44172223517e-05,1,0
4,2,2690205.97,0.594108867433752,1.55029556597912e-05,2,0
14,2,2413305.4,0.589700299596386,1.77945873050187e-05,1,0
24,3,3342515.82,0.622945998816259,3.09400355303337e-05,3,1
25,3,1938481.99,0.588105307647482,2.8676413389979e-05,2,0
32,3,1698593.69,0.590099723025057,2.83926495815402e-05,3,1
27,3,1969857.95,0.590099723025057,2.75350969844129e-06,0,0
21,3,1507110.39,0.588503650735592,4.07363019927878e-06,1,0
29,3,1812039.91,0.588503650735592,4.48396870855807e-06,2,0
20,3,1980573.34,0.594108867433752,3.07974518809872e-05,1,0
19,3,1547058.42,0.594511276930571,2.56539031582736e-05,4,1
38,3,3269432.36,0.584928254245173,1.53470662391736e-05,2,0
26,3,4490208.43,0.59170012399923,1.95272962816661e-05,3,1
35,3,4171328.24,0.589700299596386,1.85749732775611e-05,3,1
23,3,797489.69,0.609180990013104,2.59389479859781e-05,1,0
34,3,4792605.21,0.607122083887915,4.90180286675905e-06,2,0
22,3,451744.31,0.592501951410515,2.51987051047692e-05,2,0
28,3,1109248.53,0.602616951850509,3.41878411915499e-06,3,1
36,3,3279687.15,0.586117632982609,2.0521694505843e-05,2,0
30,3,3758670.62,0.587707234187633,1.74939230474824e-05,3,1
31,3,2500248.49,0.586117632982609,5.94714743509261e-06,3,1
37,3,644568.81,0.631439357908034,5.8306760175984e-06,1,0
33,3,1425535.66,0.587309430173541,1.56201845401145e-05,1,0
50,4,3659789.66,0.585720904928967,1.44979383933667e-05,4,1
48,4,1336910.36,0.605070136440856,2.73814968294408e-05,4,1
53,4,4593956.89,0.62084056979984,6.18671958388999e-06,3,1
54,4,383604.18,0.612489772796116,1.09223283843334e-06,3,1
49,4,1623838.12,0.591299617300021,2.38275709494781e-05,2,0
52,4,4463690.67,0.600173713404041,1.52294408759704e-05,4,1
44,4,2574966.54,0.608356591013129,4.36014410952159e-05,2,0
55,4,1910183.06,0.59612364241666,2.88115567324346e-05,2,0
40,4,2510805.87,0.597740380776001,9.72361030694883e-06,1,0
46,4,1836153.5,0.586514629753225,9.06797062100004e-06,2,0
45,4,243669.45,0.614983148509751,5.10903302809406e-06,3,1
47,4,2129086.98,0.587707234187633,1.12825081446863e-05,1,0
39,4,1515469.61,0.594913958992591,2.69136807355069e-05,3,1
42,4,3798294.3,0.598550393488012,4.7924764930607e-06,1,0
43,4,35776.69,0.699415200431413,3.12545817016777e-05,3,1
41,4,4858879.45,0.594511276930571,6.80084046123949e-06,3,1
51,4,421150.25,0.609593608354792,1.14089301506195e-06,3,1
65,5,1107397.1,0.598145250016373,1.6600976310281e-05,3,1
79,5,893933.57,0.594913958992591,9.08115875015059e-06,3,1
67,5,2104403.17,0.586514629753225,1.64200941796008e-05,2,0
69,5,2310275.81,0.597335785581275,2.55391270161454e-05,2,0
72,5,2807067.36,0.609593608354792,4.63786756692938e-05,4,1
60,5,2867106.74,0.587309430173541,2.51702434500376e-05,1,0
56,5,4637275.32,0.598955811376664,3.12171004152631e-05,2,0
63,5,3910470.83,0.590099723025057,1.82189557397568e-05,3,1
78,5,1979352.74,0.589700299596386,2.69697784182813e-06,4,1
66,5,3057320.01,0.586911895422824,5.42323117485954e-06,1,0
70,5,3488929.1,0.591299617300021,2.74510711094285e-05,3,1
75,5,1758780.26,0.595720141550831,3.1446984749159e-05,3,1
73,5,1520859.62,0.587309430173541,1.07097616411049e-05,1,0
68,5,63823.56,0.704167035470059,5.56599244555927e-06,3,1
61,5,1384992.2,0.595720141550831,2.99163726374433e-05,2,0
59,5,1305617.77,0.598955811376664,2.57328112649293e-05,2,0
62,5,3391363.04,0.588105307647482,1.01113291833868e-05,1,0
64,5,2312743.69,0.585324445410409,1.57655761773942e-05,3,1
76,5,3720516.04,0.605890081885297,5.94795813551933e-06,2,0
74,5,148793.28,0.632295036933945,9.75347227075594e-06,3,1
77,5,659355.25,0.602209055829393,1.11784920839917e-05,3,1
57,5,112894.99,0.660744911462635,2.70583127959282e-05,3,1
58,5,4184429.73,0.588503650735592,1.4083431194203e-05,2,0
71,5,162300.28,0.622102971757172,8.11420572529607e-06,2,0
93,6,2306436.76,0.592903272490204,3.41167054761931e-05,0,0
80,6,1760771.08,0.612075194114699,9.78503574859557e-06,3,1
88,6,1625776.53,0.586911895422824,1.07659302770833e-05,0,0
87,6,3099981.55,0.594108867433752,3.33477866038761e-05,2,0
83,6,1432130.84,0.596527416586911,2.37466107245359e-05,4,1
85,6,3417075.53,0.586514629753225,4.85581551112579e-06,1,0
89,6,114574.86,0.638749699062364,8.45314176647416e-06,2,0
96,6,3610509.27,0.590099723025057,8.0895468545971e-07,3,1
81,6,3151748.02,0.593304865397874,2.05183340804888e-05,4,1
82,6,2678599.62,0.609593608354792,4.48786721093534e-05,2,0
86,6,945185.91,0.588902263634591,7.04684203324945e-06,1,0
95,6,4360555.21,0.596527416586911,2.03106287104508e-06,3,1
94,6,4864053.63,0.614566882126005,8.96663300687572e-06,3,1
92,6,664117.64,0.595720141550831,2.36829007475761e-05,2,0
91,6,3615577.48,0.593304865397874,2.86955051133601e-06,0,0
90,6,2557165.93,0.589700299596386,2.58136045210397e-05,3,1
84,6,2000871.75,0.58930114652723,5.98168185096128e-06,2,0
100,7,4138941.41,0.588105307647482,5.994346898417e-06,2,0
97,7,4977677.22,0.601394091883471,2.25000485686973e-05,3,1
113,7,61321.52,0.667038191727465,7.59005240111926e-06,3,1
112,7,140995.52,0.709431350490471,1.06269847205831e-05,1,0
105,7,2291751.86,0.58930114652723,2.24508817773606e-05,4,1
101,7,1997747.76,0.587309430173541,1.11557450219693e-05,4,1
111,7,733484.17,0.635299055311591,1.06474113955471e-05,1,0
104,7,3977969.94,0.602209055829393,3.39398095014918e-06,3,1
109,7,3569301.84,0.613319772772523,5.13992069044392e-06,2,0
117,7,2420508.12,0.586117632982609,5.96030845935565e-06,3,1
99,7,3235799.61,0.587707234187633,1.04199773251045e-05,3,1
102,7,3937330.22,0.592501951410515,3.12002041783e-05,1,0
115,7,4263199.75,0.618323445871275,1.09669617811878e-06,1,0
108,7,2609374.69,0.617486674470338,2.11325693466708e-05,1,0
118,7,1547232.11,0.617068713513821,9.86050818383633e-06,1,0
98,7,4787916.51,0.596527416586911,6.36868007354205e-06,4,1
103,7,3610249.08,0.587707234187633,1.13936945366441e-05,1,0
106,7,1712872.07,0.590899381693565,2.42700498465383e-05,2,0
107,7,3498108.8,0.590899381693565,2.74506087137501e-05,1,0
119,7,3250333.31,0.590099723025057,6.78064250509744e-06,2,0
110,7,2376948.93,0.58930114652723,1.7731034914909e-05,0,0
114,7,4500120.04,0.641349975928152,1.94340880519585e-05,4,1
116,7,3242234.14,0.585720904928967,6.45137061608259e-06,4,1
130,8,500279.67,0.592501951410515,2.1167119533602e-05,2,0
127,8,1514501.51,0.590099723025057,9.59700261006898e-06,3,1
124,8,1142471.31,0.594108867433752,1.36897572337953e-06,2,0
122,8,336921.44,0.665234020106483,6.136301588057e-06,1,0
136,8,1544711.28,0.585720904928967,8.76033910950429e-06,1,0
138,8,816491.24,0.588503650735592,1.1855110578697e-05,2,0
132,8,2945098.77,0.587707234187633,5.69395831406282e-06,3,1
123,8,2833944.1,0.585324445410409,7.8710712602418e-06,1,0
125,8,4896908.07,0.626329546611447,4.43563462525958e-07,2,0
128,8,2386934.24,0.586117632982609,5.96098039566094e-06,2,0
134,8,1643868.36,0.591299617300021,2.39290523002518e-05,2,0
131,8,49002.78,0.715219134810245,2.7908377605963e-05,3,1
129,8,982932.72,0.588902263634591,2.24918518171934e-05,1,0
121,8,1818438.1,0.59170012399923,2.90998857442036e-05,1,0
126,8,3666952.92,0.592903272490204,3.17964121696896e-05,4,1
120,8,4200045.7,0.617486674470338,1.03449503032792e-06,3,1
137,8,1596718.53,0.584928254245173,8.81495078363372e-06,3,1
133,8,1259487.14,0.597740380776001,2.89784342983473e-05,3,1
135,8,4336437.57,0.591299617300021,2.59097517963751e-06,3,1
151,9,1629099.98,0.59170012399923,2.04771520432042e-06,1,0
141,9,2359906.32,0.613319772772523,8.96358993817552e-06,3,1
143,9,4261934.06,0.58930114652723,2.172260607915e-05,2,0
142,9,3359764.29,0.586117632982609,6.05076622645882e-06,1,0
145,9,1144389.28,0.587309430173541,2.5595629224976e-05,2,0
152,9,2515214.17,0.588503650735592,1.11421406990287e-05,4,1
148,9,277481.82,0.646582329039694,2.45677997455571e-05,1,0
144,9,4783578.2,0.594913958992591,1.30746501884205e-05,3,1
153,9,1216445.94,0.592501951410515,1.42058158963355e-05,3,1
149,9,98378.64,0.706076796762217,1.32143915691728e-05,3,1
146,9,1531855.71,0.592501951410515,2.72064370442514e-05,3,1
150,9,1474689.65,0.596527416586911,3.25943886722173e-05,2,0
140,9,3814500.39,0.588902263634591,2.22368529233481e-05,2,0
139,9,4626551.39,0.5993615038682,4.22769490594928e-06,1,0
147,9,1540776.41,0.601394091883471,5.33538465069148e-06,2,0
163,10,4525612.37,0.589700299596386,5.1639911808659e-06,2,0
159,10,4121729.18,0.617068713513821,1.55833414290138e-06,2,0
162,10,703197.37,0.594913958992591,8.59495229152054e-06,1,0
154,10,4760274.78,0.628879262459148,4.92368701057053e-06,3,1
156,10,508098.14,0.622102971757172,2.61526304070822e-06,1,0
168,10,2186597.38,0.593304865397874,2.55971247356482e-05,2,0
160,10,1000771.54,0.601394091883471,1.18701940829465e-05,4,1
161,10,2733379.16,0.590099723025057,2.15078141705536e-05,1,0
157,10,1847874.7,0.595316913804431,2.73133335764783e-05,2,0
158,10,672289.38,0.631439357908034,6.75771967433939e-06,2,0
166,10,596832.99,0.625058567880477,8.17235564976262e-07,2,0
164,10,2342163.67,0.590099723025057,6.12340683801766e-06,1,0
167,10,4158540.55,0.600987023585029,3.28588929235781e-06,2,0
155,10,1249980.78,0.586117632982609,7.64744241846218e-06,1,0
165,10,1277533.53,0.597740380776001,2.91208769211635e-05,3,1
170,11,461625.46,0.596527416586911,2.41438780147188e-05,3,1
175,11,366055.91,0.608356591013129,2.19679153696434e-06,4,1
178,11,1126924.45,0.58930114652723,2.10975780724001e-05,2,0
188,11,247022.25,0.661640303165948,2.92782756708666e-05,1,0
189,11,2951495.75,0.612904632285324,6.9374995475105e-06,2,0
186,11,3861954.34,0.593706730317642,3.13447510244214e-05,1,0
173,11,3835809.31,0.589700299596386,1.72668578982113e-05,3,1
176,11,2639042.12,0.589700299596386,1.80894710213216e-05,2,0
174,11,4446889.57,0.590899381693565,1.93579229867215e-05,2,0
169,11,1413949.46,0.588105307647482,5.89960096181841e-06,1,0
183,11,2700841.18,0.590499416996368,2.16090455808511e-05,4,1
181,11,3865187.01,0.587309430173541,4.88614462040756e-06,1,0
177,11,2007928.88,0.590099723025057,2.73667126586738e-06,2,0
185,11,817281.26,0.5993615038682,1.24630997721975e-05,2,0
179,11,3373017.02,0.613319772772523,4.95147001330641e-06,2,0
172,11,4612561.91,0.592100901974813,5.48721921382095e-06,2,0
190,11,3622867.18,0.590899381693565,3.41627021457564e-05,0,0
184,11,4642399.05,0.620420338677249,6.84404332393923e-06,2,0
187,11,128094.01,0.651857369482821,2.58695265800384e-05,2,0
180,11,4626857.38,0.59170012399923,2.24255234151605e-05,3,1
171,11,3993156.29,0.58930114652723,1.82983467270956e-05,3,1
182,11,2667576.83,0.590499416996368,7.35661864134911e-06,3,1
191,11,3703469.36,0.594108867433752,1.77674409084562e-05,2,0
201,12,2074966.98,0.597335785581275,2.9043587441924e-05,1,0
207,12,2697835.14,0.597335785581275,2.03983024424116e-05,2,0
211,12,1557842.98,0.588902263634591,6.70207056928447e-06,2,0
197,12,80234.3,0.652740717459101,6.7945956826379e-06,3,1
204,12,1021180.4,0.605070136440856,1.33114027127306e-05,1,0
208,12,501476.12,0.589700299596386,2.6795768737281e-05,0,0
202,12,4826535.64,0.600173713404041,3.18043473535139e-05,3,1
210,12,4280845.99,0.589700299596386,2.10400054018323e-05,0,0
194,12,1900765.64,0.588902263634591,1.65182080814004e-05,3,1
195,12,4728713.19,0.610833141017119,1.08633497091126e-05,4,1
205,12,1606042.6,0.587707234187633,2.21633960858354e-05,2,0
193,12,2544167.54,0.595720141550831,2.30703993136525e-05,3,1
192,12,1052426.98,0.617068713513821,1.76584857669472e-05,3,1
198,12,704538.36,0.588503650735592,2.66798384786763e-05,1,0
212,12,3282214.99,0.592501951410515,5.78482462041009e-06,2,0
196,12,1147564.83,0.602209055829393,2.17947499787186e-05,4,1
200,12,2981426.24,0.586911895422824,5.53144180685657e-06,3,1
199,12,779635.82,0.60794480997688,4.70938254756862e-06,2,0
209,12,4940969.35,0.615399696844424,1.10168291600672e-05,3,1
206,12,4444213.43,0.602616951850509,1.78336373415947e-05,1,0
203,12,4395507.98,0.592100901974813,3.29317040807547e-06,1,0
233,13,2628347.87,0.587309430173541,2.58336301465444e-05,3,1
219,13,3159769.24,0.58930114652723,1.38851722242161e-06,0,0
221,13,1613339.36,0.601801435902674,3.15257653424843e-05,4,1
214,13,1097336.34,0.586911895422824,8.01093982053862e-06,2,0
236,13,4711017.75,0.592100901974813,7.59360801497412e-06,2,0
232,13,4200224.07,0.594913958992591,8.15621100294123e-07,3,1
224,13,589977.82,0.596931464246702,7.35442428065229e-06,4,1
229,13,2752773.38,0.587707234187633,5.93050740645966e-06,3,1
244,13,967663.12,0.607533307664696,1.49979721197073e-05,3,1
242,13,3776092.66,0.586117632982609,4.40340166551092e-06,3,1
223,13,4963501.22,0.610006506176469,8.28046586353979e-06,4,1
225,13,1277166.83,0.586514629753225,1.0806801872721e-05,3,1
220,13,715629.38,0.612075194114699,4.82087891352483e-06,2,0
227,13,316525.74,0.618742256699329,1.31918439753671e-06,3,1
234,13,1813918.1,0.589700299596386,2.47440094979715e-05,3,1
222,13,3143935.89,0.592100901974813,2.21193237930682e-06,2,0
215,13,3716183,0.592100901974813,2.18525797855672e-06,2,0
213,13,3743845.86,0.592903272490204,3.16068598884336e-05,2,0
230,13,2181384.37,0.610419683667435,9.33113257122701e-06,3,1
235,13,501590.23,0.598550393488012,6.42154430876618e-06,2,0
238,13,1949472.23,0.594511276930571,3.03760397437549e-05,4,1
237,13,245512,0.616651035464399,1.36075153695751e-05,2,0
240,13,375277.55,0.596527416586911,2.6425348433681e-05,3,1
231,13,913879.27,0.605070136440856,9.05924593153323e-06,2,0
218,13,2110682.74,0.585720904928967,2.63298226268636e-05,3,1
228,13,473823.02,0.627603109719335,3.26710223548538e-06,3,1
239,13,1610284.49,0.586911895422824,7.38831849054498e-06,2,0
217,13,3552591.88,0.589700299596386,1.81267004294166e-05,3,1
243,13,1956800.11,0.596527416586911,3.60402570647604e-05,3,1
216,13,527035.82,0.597335785581275,6.67098487772485e-06,2,0
226,13,2282123.72,0.591299617300021,2.43040756198499e-05,3,1
241,13,4615337.71,0.59170012399923,1.04544356176931e-05,2,0
268,14,4603427.79,0.62336794065162,2.88759612961545e-06,3,1
251,14,1908127.05,0.590899381693565,2.88339154695485e-05,4,1
255,14,3190661.48,0.590099723025057,2.74775584192075e-05,4,1
248,14,2621680.54,0.595316913804431,1.87042248604246e-05,2,0
265,14,3591726.72,0.585720904928967,1.96719733450026e-05,1,0
250,14,2272382.78,0.587309430173541,2.21077601033523e-05,1,0
253,14,2614673.7,0.586911895422824,7.77456035034848e-06,1,0
249,14,3302446.75,0.610833141017119,5.16305383444339e-05,3,1
245,14,4816823.36,0.60058023082072,1.04013255325647e-05,1,0
252,14,2130126.96,0.586514629753225,2.20149157613034e-05,0,0
267,14,1080981.64,0.590899381693565,3.9566507793268e-06,2,0
263,14,588249.34,0.597740380776001,2.33469428115345e-06,4,1
246,14,4721761.19,0.592903272490204,7.65016351155933e-06,0,0
260,14,2803793.13,0.600173713404041,1.03646884375674e-05,3,1
266,14,4317192.92,0.590499416996368,2.74924848169727e-06,1,0
257,14,3335225.44,0.586514629753225,6.73947209281513e-06,1,0
256,14,4523752.06,0.592100901974813,1.00988464999233e-05,3,1
259,14,2475385.44,0.588902263634591,6.1107360410507e-06,1,0
262,14,3008709.88,0.588902263634591,1.11083425819531e-05,2,0
254,14,4183708.88,0.617904918525572,1.34514260923648e-06,2,0
264,14,3363374.36,0.59612364241666,9.10844540247346e-06,3,1
247,14,3803162.39,0.586911895422824,6.04544449378271e-06,2,0
261,14,2595314.96,0.617486674470338,2.14393267861124e-05,2,0
258,14,506553.78,0.593304865397874,1.08337450126599e-05,4,1
